시기,날짜,기사제목,url,감정,수치,분류근거
시행전,2025-06-27,"“지금 팔면 손해, 차라리 위약금을”...매물 거둬들이는 집주인들",https://n.news.naver.com/mnews/article/009/0005516188,중립,0.9998409748077391,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"역대 최강 대출 규제…""부동산 시장 숨고르기 할듯""",https://n.news.naver.com/mnews/article/422/0000754007,부정,0.9598015546798706,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"위례·신림선 과천 연장 가능성↑…""광역교통 후보사업 1차 선정""",https://n.news.naver.com/mnews/article/003/0013330418,중립,0.9999734163284302,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"대통령실, ‘초강수 대출 규제’ 첫 부동산 대책 신중 주시",https://n.news.naver.com/mnews/article/021/0002718949,긍정,0.9999717473983764,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,[현장]‘신분평 더웨이시티 제일풍경채’ 본격 분양,https://n.news.naver.com/mnews/article/020/0003644285,중립,0.9998947381973268,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"대출 규제에 ""대통령실 대책 아냐…부처와 긴밀 소통""",https://n.news.naver.com/mnews/article/422/0000753979,긍정,0.9999079704284668,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,주담대 받아 집 사면 6개월내 전입해야…‘갭 투자’ 사실상 차단,https://n.news.naver.com/mnews/article/020/0003644284,중립,0.9997022747993468,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,‘민주당 부동산 악몽’ 사전차단…주담대 30년 못 박고 신용대출도 제한,https://n.news.naver.com/mnews/article/009/0005516158,중립,0.9920248985290528,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,“이제 현금부자만 살 수 있는 건가요”...초강력 부동산 규제 놀란 매수자들,https://n.news.naver.com/mnews/article/009/0005516157,부정,0.99898761510849,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"대통령실, '초강수 대출 규제' 첫 부동산 대책 신중 주시",https://n.news.naver.com/mnews/article/001/0015475293,긍정,0.9999721050262452,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"“6억까지만 빌릴 수 있습니다”...부동산 불장에 놀란 새 정부, 고강도 규제 택했다",https://n.news.naver.com/mnews/article/009/0005516150,부정,0.9935043454170228,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,제주 도심지 아파트 15층→25층 완화…2027년 시행 전망,https://n.news.naver.com/mnews/article/021/0002718939,긍정,0.9999737739562988,단어 '완화'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,서울 집값 올린 ‘고액 영끌족’… 주담대 6억 제한해 돈줄 막기,https://n.news.naver.com/mnews/article/005/0001786086,중립,0.9944497346878052,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,“반차 내고 황급히 집 계약”…초강력 대출규제에 문의도 쏟아져,https://n.news.naver.com/mnews/article/020/0003644278,부정,0.992400288581848,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,“어제 집 계약했는데 살떨린다” 당장 내일 대출 규제에 ‘혼란’ [부동산360],https://n.news.naver.com/mnews/article/016/0002491524,부정,0.998576521873474,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"강남권과 '마용성' 거래 주춤 예상… ""서울 외곽 '풍선효과' 지켜봐야""",https://n.news.naver.com/mnews/article/469/0000872946,중립,0.999974489212036,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"진안군, 백운면 행복주택 12가구 입주자 모집…8월 입주",https://n.news.naver.com/mnews/article/001/0015475243,중립,0.9999465942382812,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"""확실한 공급 메시지 없으면 수도권 '패닉바잉' 못 막아""",https://n.news.naver.com/mnews/article/015/0005150663,중립,0.9999735355377196,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"한국도로공사 등 대구․경북 7개 기관, 사회적기업 활성화 및 사회적가치 창출 연대 시동",https://n.news.naver.com/mnews/article/021/0002718930,긍정,0.9996583461761476,단어 '활성화'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,文 정부 뛰어넘은 서울 아파트값…공급 대책 오리무중 왜?,https://n.news.naver.com/mnews/article/374/0000448474,긍정,0.8106143474578857,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,28일부터 당장 … 주담대 6억 이상 못빌린다,https://n.news.naver.com/mnews/article/009/0005516119,중립,0.999774158000946,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,갭투자·영끌 원천 차단 … 2주택부터는 주담대 아예 불가,https://n.news.naver.com/mnews/article/009/0005516113,중립,0.9954907298088074,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,고양시 ‘일산테크노밸리’ 7월부터 분양,https://n.news.naver.com/mnews/article/243/0000080347,중립,0.9999572038650512,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,검단연장선 개통…서울역까지 38분,https://n.news.naver.com/mnews/article/015/0005150649,중립,0.9999524354934692,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"현대건설, ‘힐스테이트 평택역센트럴시티’ 분양",https://n.news.naver.com/mnews/article/243/0000080346,중립,0.9900524020195008,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,이재명 정부 첫 집값 대책은 '초유의 대출 옥죄기',https://n.news.naver.com/mnews/article/648/0000037399,긍정,0.9993504881858826,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"""마포·강동·동작 직격탄…분양 잔금대출도 '6억 제한' 혼란""",https://n.news.naver.com/mnews/article/015/0005150625,중립,0.9685829281806946,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,제주 도심지 아파트 15층→25층 완화…2027년 시행 전망,https://n.news.naver.com/mnews/article/001/0015475170,긍정,0.9999737739562988,단어 '완화'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"집주인들 ""차라리 위약금 낼게요"" 집값 급등에 매매계약 속속 취소",https://n.news.naver.com/mnews/article/009/0005516064,긍정,0.9989038705825806,단어 '급등'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"초강력 규제에 놀란 매수자들 ""반차 내고 황급히 계약""",https://n.news.naver.com/mnews/article/009/0005516063,부정,0.4335568845272064,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"이성해 철도공단 이사장, GTX 구성역 공사 현장 점검",https://n.news.naver.com/mnews/article/016/0002491505,중립,0.9999631643295288,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,7월 첫째 주 전국 9개 단지 6475가구 분양… ‘호현센트럴아이파크’ 등,https://n.news.naver.com/mnews/article/366/0001088331,중립,0.9988747239112854,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,서울 아파트값 올해 가장 크게 올라… 지방도 상승세로 전환,https://n.news.naver.com/mnews/article/366/0001088330,긍정,0.9999678134918212,단어 '상승'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,[단독]'모비스-건설-캐피탈' 현대차그룹 주요 계열사 CFO 교체,https://n.news.naver.com/mnews/article/648/0000037398,중립,0.999721109867096,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"HL디앤아이한라, '부발역 에피트 에디션' 7월 분양",https://n.news.naver.com/mnews/article/417/0001086017,중립,0.8875908851623535,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,고덕신도시 완성형 단지 '고덕 자연앤 하우스디' 분양,https://n.news.naver.com/article/417/0001086016,중립,0.5428623557090759,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,“신축아파트 언제 살아보나”…대출막혀 또다시 구축行,https://n.news.naver.com/article/029/0002964401,중립,0.5813767910003662,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,‘주담대 6억 제한’ 유례 없는 대출 규제…급등세 꺾일까,https://n.news.naver.com/article/028/0002753248,긍정,0.6617133021354675,단어 '급등'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"대통령실, ‘고강도 부동산 대출 규제’에 “대통령실 대책 아냐”",https://n.news.naver.com/article/011/0004502319,긍정,0.8421289920806885,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,[차호중의 재테크 칼럼]상속관련 이슈점검,https://n.news.naver.com/article/658/0000111774,중립,0.9999724626541138,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"대통령실, 대출규제 발표에 ""대통령실 대책아냐…지켜보고 있다""(종합)",https://n.news.naver.com/article/001/0015475124,긍정,0.9999282360076904,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"李정부 첫 부동산 대책…수도권 주담대 6억 제한, 2주택은 대출 금지",https://n.news.naver.com/article/020/0003644265,긍정,0.9859157800674438,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,입지가 다 했네…영등포 초역세권 '리버센트 푸르지오 위브',https://n.news.naver.com/article/629/0000402533,중립,0.5400328040122986,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,수도권 청약시장도 타격…현금부자·실거주자 위주로 재편 가능성[집슐랭],https://n.news.naver.com/article/011/0004502306,중립,0.9999735355377196,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,[뉴스1 PICK]수도권 주담대 6억 한도… 고가 주택 대출길 꽉 막혔다,https://n.news.naver.com/article/421/0008337739,중립,0.8435370326042175,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"대통령실, 부동산 대출 규제 “우리 대책 아니다”→“금융당국과 긴밀히 소통”",https://n.news.naver.com/article/032/0003379091,긍정,0.9999643564224244,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"사실상 수도권 전역 토허제…""현금 부자만 살판 나""",https://n.news.naver.com/article/215/0001214318,중립,0.5024328231811523,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"""대출 막혀 신축 대단지 포기하고 더 저렴한 곳으로""",https://n.news.naver.com/article/001/0015475073,중립,0.9999741315841676,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,[그래픽] 가계부채 관리 강화 방안,https://n.news.naver.com/article/421/0008337718,중립,0.9999723434448242,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,초유의 '주담대 한도 6억' 카드…불타는 서울 집값에 극약처방(종합),https://n.news.naver.com/article/001/0015475064,중립,0.6943366527557373,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,강남 3구·마포·성동 ‘직격탄’…“전·월세 가격 급등 부를수도”[집슐랭],https://n.news.naver.com/article/011/0004502297,긍정,0.9998204112052916,단어 '급등'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,'내일부터 대출 바늘구멍'…휴가내서 계약하고 은행 창구로,https://n.news.naver.com/article/001/0015475038,중립,0.9999475479125975,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,'연봉 1억' 10억 집살 때 주담대 1억 감소… 내 집 마련 계약금 어쩌나,https://n.news.naver.com/article/417/0001085986,중립,0.6675228476524353,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,'영끌·갭투자 차단' 역대최강 대출 규제…'마용성'에 직격탄(종합),https://n.news.naver.com/article/001/0015475024,부정,0.998422622680664,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"도로공사, 페루 공무원 12명 초청 연수",https://n.news.naver.com/article/016/0002491485,중립,0.9999585151672364,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"수도권 정비사업·가로주택, 28일 총회 몰려…대형·중견건설 홍보전 치열",https://n.news.naver.com/article/417/0001085980,중립,0.9902780652046204,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"호남선 동진강교 2031년까지 전면 교체…""985억 투입""",https://n.news.naver.com/article/421/0008337645,중립,0.999967098236084,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"국가철도공단, 호남선 동진강교 개량공사 본격 추진",https://n.news.naver.com/article/016/0002491477,중립,0.9999666213989258,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,장위10구역 재개발서 '전광훈 교회' 빠진다…드디어 최종 인가,https://n.news.naver.com/article/243/0000080332,중립,0.9999667406082152,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"“젊은층 박탈감 우려되지만 불가피”… 정부, 대출 6억 상한에 1주택자도 ‘막막’",https://n.news.naver.com/article/022/0004047126,부정,0.9814630746841432,단어 '우려'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"정부, 28일부터 수도권·규제지역 주담대 최대한도 6억원 제한 [뉴시스Pic]",https://n.news.naver.com/article/003/0013330000,부정,0.6365264058113098,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"금융위 ""대출 증가폭 연간 20조 감축…필요시 규제지역 추가""[일문일답]",https://n.news.naver.com/article/003/0013329990,부정,0.9999732971191406,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"대통령실, 대출규제 발표에 ""대통령실 대책아냐…지켜보고 있다""",https://n.news.naver.com/article/001/0015474917,긍정,0.9970446228981018,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"대통령실 ""금융위 '주담대 한도 6억', 대통령실서 나온 대책 아냐""",https://n.news.naver.com/article/421/0008337590,긍정,0.9884286522865297,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"현대엔지니어링, ‘힐스테이트 광주곤지암역’ 선착순 계약 중",https://n.news.naver.com/article/366/0001088295,중립,0.9974702596664428,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"새만금 웰컴스페이스 공식 개소, ""기업 유치 새 전환점""",https://n.news.naver.com/article/421/0008337518,중립,0.998551309108734,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,가계부채 급증에 칼 빼든 정부…서울 집값 잡힐까,https://n.news.naver.com/article/629/0000402495,중립,0.7465683817863464,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,'천안 e편한세상 성성호수공원' 민간임대 265가구 공급,https://n.news.naver.com/article/417/0001085962,중립,0.9999676942825316,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,[영상] 경기 광주시에 초고층 랜드마크 '해링턴스퀘어 리버파크' 본격화,https://n.news.naver.com/article/666/0000076781,중립,0.9993478655815125,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,‘고액 영끌’ 차단하는 초강력 대출 규제···서울 집값 급등세 잡을까,https://n.news.naver.com/article/032/0003379069,긍정,0.9996432065963744,단어 '급등'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,수도권 가계대출 전방위 규제 강화…주담대 6억 제한,https://n.news.naver.com/article/421/0008337487,부정,0.9999066591262816,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"정부, 주담대 '한도 6억' 고삐",https://n.news.naver.com/article/421/0008337484,중립,0.65330570936203,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,[주간부동산시황] 서울 아파트값 급등…성동·강동 등 한강벨트 지역 강세,https://n.news.naver.com/article/119/0002972920,긍정,0.9998507499694824,단어 '급등'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,가계대출 고삐 죈다…수도권 주담대 6억원으로 제한,https://n.news.naver.com/article/421/0008337482,중립,0.9977067708969116,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,수도권 주담대 6억 제한…전 금융권 가계대출 '브레이크',https://n.news.naver.com/article/421/0008337477,중립,0.8995099067687988,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"정부, 수도권 주담대 최대한도 6억 원으로 제한",https://n.news.naver.com/article/421/0008337476,중립,0.9791041612625122,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,대출규제 새판 짠 금융당국…모든 주담대 '6억원까지',https://n.news.naver.com/article/421/0008337473,부정,0.979393482208252,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"정부, 주담대 최대한도 6억원으로 제한…생애최초 LTV 70%로 축소",https://n.news.naver.com/article/421/0008337472,중립,0.9999678134918212,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"정부, 수도권 주담대 6억 상한·전입의무 도입",https://n.news.naver.com/article/421/0008337470,중립,0.9984797835350036,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"정부, 수도권 주담대 한도 6억 원",https://n.news.naver.com/article/421/0008337467,중립,0.9998769760131836,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,주담대 6억원 제한에 실거주 의무도…'고강도 대출 규제',https://n.news.naver.com/article/421/0008337466,부정,0.9995582699775696,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,내일부터 수도권 주담대 6억원까지…강남·마용성 집값 꺾일까,https://n.news.naver.com/article/422/0000753854,중립,0.9999184608459472,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"울주군, 439억원 들여 서부권 최대규모 언양체육공원 조성",https://n.news.naver.com/article/001/0015474741,중립,0.999940037727356,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,[Q&A] 내일부터 바로 적용되는 주담대 규제…무엇이 달라지나,https://n.news.naver.com/article/422/0000753853,부정,0.9807403087615968,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,신혼부부·신생아 대출도 조인다…디딤돌·버팀목 최대 1억 축소 [6·27 부동산대책],https://n.news.naver.com/article/011/0004502260,긍정,0.8906975388526917,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행전,2025-06-27,"[현장] ""지금 주담대 신청해야죠""…대출 옥죄자 '급당황'",https://n.news.naver.com/article/031/0000944012,중립,0.8594228625297546,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,평택 원도심 대단지 '힐스테이트 평택역 센트럴시티' 분양,https://n.news.naver.com/article/421/0008337452,중립,0.9974495768547058,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"[게시판] 서강대 부동산학협동과정 연구팀, 감정평가학회 우수논문상",https://n.news.naver.com/article/001/0015474719,중립,0.988450527191162,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"DL이앤씨, 울산 남구 'e편한세상 번영로 리더스포레' 분양",https://n.news.naver.com/article/417/0001085945,중립,0.5271621346473694,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"[주간분양] 분양 나서는 건설사들…전국 11곳, 총 6189가구 청약",https://n.news.naver.com/article/119/0002972914,중립,0.8493208885192871,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"""1주택자, 집 살 때 반년 내 기존 집 팔아야""…위반 시 대출금 회수",https://n.news.naver.com/article/422/0000753850,중립,0.9999737739562988,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"다시 고개 든 '영끌 패닉바잉'… 정부, 돈줄 막고 세금 늘린다",https://n.news.naver.com/article/417/0001085943,중립,0.996509850025177,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,“계약금 5억 넘는데 엎어야 하나요?” 초강수 규제에 강남도 떤다[부동산360],https://n.news.naver.com/article/016/0002491446,부정,0.9782731533050536,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"""12억 아파트 이젠 6억 됐다” 반토막 난 '이곳'...초유의 대출규제 '한숨'",https://n.news.naver.com/article/014/0005369262,부정,0.9998539686203004,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행전,2025-06-27,"현대엔지니어링, '힐스테이트 광주곤지암역' 선착순 분양",https://n.news.naver.com/article/031/0000944004,중립,0.9980252981185912,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"한신공영, 서울 관악구 일대 군부대 시설공사 계약 체결",https://n.news.naver.com/article/215/0001214297,중립,0.9999730587005616,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,'주담대 한도 6억' 초강수 꺼내든 정부…서울 집값 잡힐까,https://n.news.naver.com/article/003/0013329778,중립,0.9975605010986328,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,정부 “수도권 영끌 막는다”…실수요자 ‘내 집 마련’ 어려워지나,https://n.news.naver.com/article/119/0002972908,중립,0.994650900363922,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,[그래픽] 가계부채 관리 강화 방안 주요 내용,https://n.news.naver.com/article/001/0015474657,중립,0.9999727010726928,문맥 상 중립을 나타내고 있습니다.
시행전,2025-06-27,"경기도, 광교테크노밸리 바이오 유휴부지 개발 본격화",https://n.news.naver.com/article/119/0002972902,중립,0.9999364614486694,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"[속보]“2030세대, 숨만 쉬고 저축해야…현금부자만 집사라는 거냐” 국힘 주장",https://n.news.naver.com/mnews/article/021/0002719023,중립,0.9996504783630372,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"""3일 만에 7000만원"" 중개사도 놀랐다…광교서 벌어진 일",https://n.news.naver.com/mnews/article/015/0005150797,중립,0.9999382495880128,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"국민의힘 ""현금 부자만 집 사라는 정책""…대통령실 '책임 회피' 비판도",https://n.news.naver.com/mnews/article/277/0005614583,중립,0.825222373008728,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"은행권, 비대면 주담대·신용대출 일시 중단…정부 대책 반영 영향",https://n.news.naver.com/mnews/article/422/0000754167,긍정,0.999974250793457,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행일,2025-06-28,“롯데타워 못 써서 남산타워로?”…넷플 1위 ‘케이팝 데몬헌터스’가 불 지핀 건축물 저작권 논란,https://n.news.naver.com/mnews/article/009/0005516289,중립,0.9857725501060486,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,전세계에서 몰려온 ‘아미’들…성수동 변두리 북적이는 이유,https://n.news.naver.com/mnews/article/009/0005516287,중립,0.6373378038406372,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,변화의 문턱에 선 빌딩 투자 전략 [한경부동산밸류업센터],https://n.news.naver.com/mnews/article/015/0005150792,중립,0.9999654293060304,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,집 없으면 앉아서 10억 그냥 번다…들썩이는 동네 어디길래,https://n.news.naver.com/mnews/article/015/0005150787,중립,0.9846022129058838,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"주담대 규제 상한, 5억도 7억도 아닌 ‘6억’으로 못 박은 이유는?",https://n.news.naver.com/mnews/article/021/0002719014,부정,0.9486366510391236,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행일,2025-06-28,"""래미안 라그란데, 6천만원짜리 조경석 설치 '속도'"" [현장]",https://n.news.naver.com/mnews/article/031/0000944154,중립,0.9999710321426392,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,“현금 7억 없으면 서울 진입 불가” 수도권 주담대 6억 제한… 다주택자 대출 전면 금지 갭투자 봉쇄 [AI 프리즘*부동산 투자자 뉴스],https://n.news.naver.com/mnews/article/011/0004502528,중립,0.9986523985862732,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,“신혼부부·신생아 대출도 죈다”… 강남 3구·마포·성동 ‘직격탄’ 맞아 [AI 프리즘*신입 직장인 뉴스],https://n.news.naver.com/mnews/article/011/0004502525,중립,0.8030391335487366,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"""집값은 단기 진정, 실수요자엔 역풍""…전문가들이 본 초강력 대출규제",https://n.news.naver.com/mnews/article/277/0005614550,부정,0.3814128935337066,단어 '규제'이(가) 포함되어 부정적으로 분석되었습니다.
시행일,2025-06-28,11억 넘는 분양가에도 '줍줍'…'힐스테이트 메디알레'에 1200명 몰렸다,https://n.news.naver.com/mnews/article/277/0005614545,중립,0.925402581691742,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,6·27대책에 놀란 영끌족....6억주담대론 부족한데 마통 보탤까?,https://n.news.naver.com/mnews/article/009/0005516259,긍정,0.9633272290229796,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행일,2025-06-28,인천1호선 검단연장선 전 구간 개통…검단~서울역 38분 시대 열렸다,https://n.news.naver.com/mnews/article/277/0005614536,중립,0.9999312162399292,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"“은평구 13억, 이게 실화?” 고분양가에 포기했는데…‘줍줍’ 1200명 ‘우르르’ 몰렸다",https://n.news.naver.com/mnews/article/016/0002491652,중립,0.9998397827148438,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"'세금 안 쓴다' 李정부...""대출 무조건 6억"" 누구를 위한 대책? [부동산 아토즈]",https://n.news.naver.com/mnews/article/014/0005369450,긍정,0.9950416684150696,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행일,2025-06-28,“이번엔 우리 차례?” 주담대 ‘6억 한도’에 노도강 기대 솔솔 [부동산360],https://n.news.naver.com/mnews/article/016/0002491644,중립,0.9391160607337952,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,7월 첫째 주 9개 단지 6475가구 공급…다음 달 분양 물량 올해 최다,https://n.news.naver.com/mnews/article/277/0005614531,중립,0.9779831171035768,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,'여의도까지 25분' 걸린다더니…집값 1억씩 '뚝뚝' 비명,https://n.news.naver.com/mnews/article/015/0005150767,중립,0.996306300163269,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,부산에 3.3㎡당 평균 5천만원 하이엔드 아파트 첫 분양,https://n.news.naver.com/mnews/article/374/0000448532,중립,0.9994041919708252,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,李정부 첫 고강도 부동산 대책…지향점은 '규제' 보다 '공급',https://n.news.naver.com/mnews/article/421/0008338280,긍정,0.999968409538269,단어 '대책'이(가) 포함되어 긍정적으로 분석되었습니다.
시행일,2025-06-28,"서울도 아닌데…'평당 5,000만원' 아파트 상륙",https://n.news.naver.com/mnews/article/215/0001214364,중립,0.9999375343322754,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"""회사에 놀러왔냐?""…직장에 이것이 필요한 진짜 이유 [강영연의 건축 그리고 건축가]",https://n.news.naver.com/mnews/article/015/0005150748,중립,0.9038037061691284,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"'가계약금 지급', 매매계약으로 인정받으려면?[똑똑한 부동산]",https://n.news.naver.com/mnews/article/018/0006051159,중립,0.999950647354126,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"""시민 품으로 돌려달라""…하남 미사경정장 이전 요구 재점화",https://n.news.naver.com/mnews/article/001/0015475616,중립,0.9998315572738647,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"""느그 서장 남천동 살제"" 부산 전통 부촌에…'평당 5000만원' 아파트 최고가 분양 예고",https://n.news.naver.com/mnews/article/277/0005614513,중립,0.9960099458694458,문맥 상 중립을 나타내고 있습니다.
시행일,2025-06-28,"성수동 '10억 로또' 아파트 온다…오티에르 포레, 내달 분양",https://n.news.naver.com/mnews/article/277/0005614512,중립,0.9160812497138976,문맥 상 중립을 나타내고 있습니다.
